text,count,files,kinds,firstFile
"Deductions",1,1,"jsx-text","pages/inspection-detail.tsx"
"Refund",1,1,"jsx-text","pages/inspection-detail.tsx"
"Amount ($)",1,1,"jsx-text","pages/inspection-detail.tsx"
"Carpet stain in master bedroom",1,1,"prop:placeholder","pages/inspection-detail.tsx"
"Integration health",1,1,"jsx-text","pages/integrations-health.tsx"
"— checked",1,1,"jsx-text","pages/integrations-health.tsx"
"Loading integration status…",1,1,"jsx-text","pages/integrations-health.tsx"
"About integration monitoring",1,1,"jsx-text","pages/integrations-health.tsx"
"Degraded",1,1,"jsx-text","pages/integrations-health.tsx"
"3,000ms",1,1,"jsx-text","pages/integrations-health.tsx"
"Outage",1,1,"jsx-text","pages/integrations-health.tsx"
"Approximations.",1,1,"jsx-text","pages/investor-analytics.tsx"
"?debtMonthlyCents=...",1,1,"jsx-text","pages/investor-analytics.tsx"
"Monthly NOI",1,1,"jsx-text","pages/investor-analytics.tsx"
"Vacancy (avg)",1,1,"jsx-text","pages/investor-analytics.tsx"
"Per-property snapshot",1,1,"jsx-text","pages/investor-analytics.tsx"
"Click a property to open its parcel detail.",1,1,"jsx-text","pages/investor-analytics.tsx"
"Monthly rent",1,1,"jsx-text","pages/investor-analytics.tsx"
"NOI / mo",1,1,"jsx-text","pages/investor-analytics.tsx"
"NOI / yr",1,1,"jsx-text","pages/investor-analytics.tsx"
"Vacancy T12",1,1,"jsx-text","pages/investor-analytics.tsx"
"Avg tenure",1,1,"jsx-text","pages/investor-analytics.tsx"
"Investor network",1,1,"jsx-text","pages/investor-directory.tsx"
"Your investor profile and verified land investor directory",1,1,"jsx-text","pages/investor-directory.tsx"
"My investor profile",1,1,"jsx-text","pages/investor-directory.tsx"
"Create your investor profile to appear in the network directory.",1,1,"jsx-text","pages/investor-directory.tsx"
"Create profile",1,1,"jsx-text","pages/investor-directory.tsx"
"Deal size range",1,1,"jsx-text","pages/investor-directory.tsx"
"Land investors with verified identities in the AcreOS network",1,1,"jsx-text","pages/investor-directory.tsx"
"No verified investors yet. Be the first to get verified!",1,1,"jsx-text","pages/investor-directory.tsx"
"Bio",1,1,"jsx-text","pages/investor-directory.tsx"
"Min deal size ($)",1,1,"jsx-text","pages/investor-directory.tsx"
"Max deal size ($)",1,1,"jsx-text","pages/investor-directory.tsx"
"Target states",1,1,"jsx-text","pages/investor-directory.tsx"
"Verify your identity",1,1,"jsx-text","pages/investor-directory.tsx"
"Verification enables:",1,1,"jsx-text","pages/investor-directory.tsx"
"Verified badge on your profile",1,1,"jsx-text","pages/investor-directory.tsx"
"Access to premium deal rooms",1,1,"jsx-text","pages/investor-directory.tsx"
"Higher visibility in buyer/seller matching",1,1,"jsx-text","pages/investor-directory.tsx"
"Self-attestation statement",1,1,"jsx-text","pages/investor-directory.tsx"
"By submitting, you attest to your identity and legal status as an investor.",1,1,"jsx-text","pages/investor-directory.tsx"
"How you",1,1,"prop:placeholder","pages/investor-directory.tsx"
"Brief description of your investment strategy…",1,1,"prop:placeholder","pages/investor-directory.tsx"
"I confirm that I am a legitimate land investor operating legally in my jurisdiction. I agree to AcreOS Marketplace Terms of Service and will conduct all transactions lawfully…",1,1,"prop:placeholder","pages/investor-directory.tsx"
"Investor directory",1,1,"prop:label","pages/investor-directory.tsx"
"Unique jobs",1,1,"jsx-text","pages/job-health.tsx"
"Successful runs",1,1,"jsx-text","pages/job-health.tsx"
"Failed runs",1,1,"jsx-text","pages/job-health.tsx"
"Lock skips",1,1,"jsx-text","pages/job-health.tsx"
"Job status (latest run)",1,1,"jsx-text","pages/job-health.tsx"
"Filter by job name",1,1,"jsx-text","pages/job-health.tsx"
"Manually run this job?",1,1,"jsx-text","pages/job-health.tsx"
"Filter by job name…",1,1,"prop:placeholder","pages/job-health.tsx"
"No KPIs yet. Metrics will appear once data flows through your pipeline.",1,1,"jsx-text","pages/kpi-dashboard.tsx"
"300 – 850 scale",1,1,"jsx-text","pages/land-credit.tsx"
"Property score",1,1,"jsx-text","pages/land-credit.tsx"
"Investor strategy",1,1,"jsx-text","pages/land-credit.tsx"
"Score drill-down",1,1,"jsx-text","pages/land-credit.tsx"
"Factor-level analysis with improvement suggestions",1,1,"jsx-text","pages/land-credit.tsx"
"Loading score history…",1,1,"jsx-text","pages/land-credit.tsx"
"Six-dimension analysis",1,1,"jsx-text","pages/land-credit.tsx"
"Weighted scoring across location, physical, legal, financial, environmental, and market factors",1,1,"jsx-text","pages/land-credit.tsx"
"Base score",1,1,"jsx-text","pages/land-credit.tsx"
"Adjusted score",1,1,"jsx-text","pages/land-credit.tsx"
"Historical score trend",1,1,"jsx-text","pages/land-credit.tsx"
"Credit score over time for this property",1,1,"jsx-text","pages/land-credit.tsx"
"Select a property to view its AcreOS Credit Score",1,1,"jsx-text","pages/land-credit.tsx"
"Scores evaluate location, physical, legal, financial, environmental, and market dimensions",1,1,"jsx-text","pages/land-credit.tsx"
"Loading portfolio distribution…",1,1,"jsx-text","pages/land-credit.tsx"
"Portfolio-wide credit score",1,1,"jsx-text","pages/land-credit.tsx"
"300–850 scale",1,1,"jsx-text","pages/land-credit.tsx"
"Grade distribution",1,1,"jsx-text","pages/land-credit.tsx"
"Credit score grades across all properties",1,1,"jsx-text","pages/land-credit.tsx"
"Risk level breakdown",1,1,"jsx-text","pages/land-credit.tsx"
"No portfolio data yet",1,1,"jsx-text","pages/land-credit.tsx"
"Score your properties to see portfolio-level insights",1,1,"jsx-text","pages/land-credit.tsx"
"Select a property to score…",1,1,"prop:placeholder","pages/land-credit.tsx"
"Before AcreOS",1,1,"jsx-text","pages/landing/DayInLife.tsx"
"~62 hr week",1,1,"jsx-text","pages/landing/DayInLife.tsx"
"With AcreOS",1,1,"jsx-text","pages/landing/DayInLife.tsx"
"~22 hr week",1,1,"jsx-text","pages/landing/DayInLife.tsx"
"14 days free",1,1,"jsx-text","pages/landing/FinalCTA.tsx"
"No credit card",1,1,"jsx-text","pages/landing/FinalCTA.tsx"
"SOC 2 Type 1 in progress · 2026-Q3 target",1,1,"jsx-text","pages/landing/FinalCTA.tsx"
"Cancel anytime",1,1,"jsx-text","pages/landing/FinalCTA.tsx"
"you@yourbusiness.com",1,1,"prop:placeholder","pages/landing/FinalCTA.tsx"
"Product",1,1,"jsx-text","pages/landing/Footer.tsx"
"How it works",1,1,"jsx-text","pages/landing/Footer.tsx"
"Meet Pax",1,1,"jsx-text","pages/landing/Footer.tsx"
"Pricing",1,1,"jsx-text","pages/landing/Footer.tsx"
"Careers",1,1,"jsx-text","pages/landing/Footer.tsx"
"Press",1,1,"jsx-text","pages/landing/Footer.tsx"
"Academy",1,1,"jsx-text","pages/landing/Footer.tsx"
"Blog",1,1,"jsx-text","pages/landing/Footer.tsx"
"Land deal calculator",1,1,"jsx-text","pages/landing/Footer.tsx"
"API docs",1,1,"jsx-text","pages/landing/Footer.tsx"
"Privacy",1,1,"jsx-text","pages/landing/Footer.tsx"
"Terms",1,1,"jsx-text","pages/landing/Footer.tsx"
"Pax · Comp analysis",1,1,"jsx-text","pages/landing/Hero.tsx"
"APN 304-12-456",1,1,"jsx-text","pages/landing/Hero.tsx"
"Comparable sales found",1,1,"jsx-text","pages/landing/Hero.tsx"
"High · 87%",1,1,"jsx-text","pages/landing/Hero.tsx"
"Pax · Drafted reply",1,1,"jsx-text","pages/landing/Hero.tsx"
"To: Janet Ruiz · Coconino County",1,1,"jsx-text","pages/landing/Hero.tsx"
"Janet:",1,1,"jsx-text","pages/landing/Hero.tsx"
"Pax draft:",1,1,"jsx-text","pages/landing/Hero.tsx"
"Send as-is",1,1,"jsx-text","pages/landing/Hero.tsx"
"Why this price?",1,1,"jsx-text","pages/landing/Hero.tsx"
"Pax · Note serviced",1,1,"jsx-text","pages/landing/Hero.tsx"
"Note #2204-A",1,1,"jsx-text","pages/landing/Hero.tsx"
"Payment received",1,1,"jsx-text","pages/landing/Hero.tsx"
"Receipt sent",1,1,"jsx-text","pages/landing/Hero.tsx"
"2 min ago",1,1,"jsx-text","pages/landing/Hero.tsx"
"Jun 1",1,1,"jsx-text","pages/landing/Hero.tsx"
"Most popular",1,1,"jsx-text","pages/landing/Pricing.tsx"
"AcreOS — The Operating System for Property Investors",1,1,"prop:title","pages/landing.tsx"
"AcreOS is the operating system for property investors — land flippers, note investors, fix-and-flippers, wholesalers, subdividers, tax-delinquent buyers, and buy-and-hold landlords. Pull lists, run comps, send mail, draft replies, and track every deal through closing with AI agents that act on your behalf.",1,1,"prop:description","pages/landing.tsx"
"The URL is missing a valid lead ID.",1,1,"prop:description","pages/lead-detail.tsx"
"This lead doesn",1,1,"prop:description","pages/lead-detail.tsx"
"Lead dedupe",1,1,"prop:title","pages/leads-dedupe.tsx"
"No duplicates found",1,1,"prop:title","pages/leads-dedupe.tsx"
"Lead Dedupe",1,1,"prop:label","pages/leads-dedupe.tsx"
"Same owner, multiple lists. Pick the record you want to keep in each cluster — the others archive and their status, notes, and activity fold in.",1,1,"prop:description","pages/leads-dedupe.tsx"
"The dedupe scanner didn",1,1,"prop:description","pages/leads-dedupe.tsx"
"Your lead list is clean — no matching phone, email, or name+address clusters detected.",1,1,"prop:description","pages/leads-dedupe.tsx"
"Rescoring...",1,1,"jsx-text","pages/leads.tsx"
"Rescore",1,1,"jsx-text","pages/leads.tsx"
"= 60 && (l.score ?? 0)",1,1,"jsx-text","pages/leads.tsx"
"= 40 && (l.score ?? 0)",1,1,"jsx-text","pages/leads.tsx"
"(l.score ?? 0)",1,1,"jsx-text","pages/leads.tsx"
"A tier",1,1,"jsx-text","pages/leads.tsx"
"B tier",1,1,"jsx-text","pages/leads.tsx"
"C tier",1,1,"jsx-text","pages/leads.tsx"
"D tier",1,1,"jsx-text","pages/leads.tsx"
"All Leads",1,1,"jsx-text","pages/leads.tsx"
"Add Note / View Timeline",1,1,"jsx-text","pages/leads.tsx"
"Select all",1,1,"jsx-text","pages/leads.tsx"
"Edit Lead",1,1,"jsx-text","pages/leads.tsx"
"Generate Offer Letter",1,1,"jsx-text","pages/leads.tsx"
"Offer amount (optional)",1,1,"jsx-text","pages/leads.tsx"
"Leave blank to use 30% of assessed value",1,1,"jsx-text","pages/leads.tsx"
"Generating...",1,1,"jsx-text","pages/leads.tsx"
"Generate PDF",1,1,"jsx-text","pages/leads.tsx"
"Import leads from CSV",1,1,"jsx-text","pages/leads.tsx"
"Found",1,1,"jsx-text","pages/leads.tsx"
"rows to import.",1,1,"jsx-text","pages/leads.tsx"
"Total rows",1,1,"jsx-text","pages/leads.tsx"
"Importing…",1,1,"jsx-text","pages/leads.tsx"
"Import",1,1,"jsx-text","pages/leads.tsx"
"Loading score breakdown…",1,1,"jsx-text","pages/leads.tsx"
"Failed to load leads",1,1,"prop:title","pages/leads.tsx"
"Discard unsaved changes?",1,1,"prop:title","pages/leads.tsx"
"Delete Lead",1,1,"prop:title","pages/leads.tsx"
"Choose a property…",1,1,"prop:placeholder","pages/leads.tsx"
"Enter offer amount…",1,1,"prop:placeholder","pages/leads.tsx"
"Doe",1,1,"prop:placeholder","pages/leads.tsx"
"New lease",1,1,"jsx-text","pages/leases.tsx"
"Tie to an existing property. Add tenants to the lease after it's created.",1,1,"jsx-text","pages/leases.tsx"
"Unit label",1,1,"jsx-text","pages/leases.tsx"
"Start date *",1,1,"jsx-text","pages/leases.tsx"
"End date",1,1,"jsx-text","pages/leases.tsx"
"Monthly rent ($) *",1,1,"jsx-text","pages/leases.tsx"
"Security deposit ($)",1,1,"jsx-text","pages/leases.tsx"
"HAP portion ($)",1,1,"jsx-text","pages/leases.tsx"
"Tenant portion ($)",1,1,"jsx-text","pages/leases.tsx"
"Create lease",1,1,"jsx-text","pages/leases.tsx"
"Property / Unit",1,1,"jsx-text","pages/leases.tsx"
"Start",1,1,"jsx-text","pages/leases.tsx"
"End",1,1,"jsx-text","pages/leases.tsx"
"Rent",1,1,"jsx-text","pages/leases.tsx"
"Sec 8",1,1,"jsx-text","pages/leases.tsx"
"Leases",1,1,"prop:label","pages/leases.tsx"
"Back to letters",1,1,"jsx-text","pages/letter-detail.tsx"
"Get the next one",1,1,"jsx-text","pages/letter-detail.tsx"
"Sign up free",1,1,"jsx-text","pages/letters-archive.tsx"
"Letters",1,1,"jsx-text","pages/letters-archive.tsx"
"No letters published yet. Check back soon.",1,1,"jsx-text","pages/letters-archive.tsx"
"Want this in your inbox?",1,1,"jsx-text","pages/letters-archive.tsx"
"Published listings",1,1,"jsx-text","pages/listing-syndication.tsx"
"Pending sync",1,1,"jsx-text","pages/listing-syndication.tsx"
"No syndication channels",1,1,"prop:title","pages/listing-syndication.tsx"
"Connect MLS feeds, listing portals, or marketplaces to push your listings everywhere at once.",1,1,"prop:description","pages/listing-syndication.tsx"
"Manage property listings and syndication",1,1,"jsx-text","pages/listings.tsx"
"Create new listing",1,1,"jsx-text","pages/listings.tsx"
"Listing title",1,1,"jsx-text","pages/listings.tsx"
"Asking price",1,1,"jsx-text","pages/listings.tsx"
"Minimum price (optional)",1,1,"jsx-text","pages/listings.tsx"
"Seller financing available",1,1,"jsx-text","pages/listings.tsx"
"Min down payment %",1,1,"jsx-text","pages/listings.tsx"
"Term (months)",1,1,"jsx-text","pages/listings.tsx"
"12 months",1,1,"jsx-text","pages/listings.tsx"
"24 months",1,1,"jsx-text","pages/listings.tsx"
"36 months",1,1,"jsx-text","pages/listings.tsx"
"48 months",1,1,"jsx-text","pages/listings.tsx"
"60 months",1,1,"jsx-text","pages/listings.tsx"
"84 months",1,1,"jsx-text","pages/listings.tsx"
"120 months",1,1,"jsx-text","pages/listings.tsx"
"Min monthly payment",1,1,"jsx-text","pages/listings.tsx"
"Photo URL (optional)",1,1,"jsx-text","pages/listings.tsx"
"Grid view",1,1,"jsx-text","pages/listings.tsx"
"Detail view",1,1,"jsx-text","pages/listings.tsx"
"Syndication:",1,1,"jsx-text","pages/listings.tsx"
"Publish listing",1,1,"jsx-text","pages/listings.tsx"
"needs API key",1,1,"jsx-text","pages/listings.tsx"
"Duplicate suppressed",1,1,"jsx-text","pages/listings.tsx"
"Payment calculator",1,1,"jsx-text","pages/listings.tsx"
"e.g., Beautiful 5-acre wooded lot",1,1,"prop:placeholder","pages/listings.tsx"
"Describe the property…",1,1,"prop:placeholder","pages/listings.tsx"
"Select term",1,1,"prop:placeholder","pages/listings.tsx"
"https://example.com/photo.jpg",1,1,"prop:placeholder","pages/listings.tsx"
"Create your first property listing to start marketing.",1,1,"prop:description","pages/listings.tsx"
"This permanently removes the listing and any pending syndications. Inquiry history is preserved on the underlying property.",1,1,"prop:description","pages/listings.tsx"
"This pulls the listing from every active syndication target. View counts and inquiries to date are preserved; you can re-publish later.",1,1,"prop:description","pages/listings.tsx"
"/lot-pricing?parcelId=&lt;id&gt;",1,1,"jsx-text","pages/lot-pricing.tsx"
"Premium rules",1,1,"jsx-text","pages/lot-pricing.tsx"
"Ruleset name",1,1,"jsx-text","pages/lot-pricing.tsx"
"Base price source",1,1,"jsx-text","pages/lot-pricing.tsx"
"Parent value / acre",1,1,"jsx-text","pages/lot-pricing.tsx"
"Fixed $/acre",1,1,"jsx-text","pages/lot-pricing.tsx"
"Fixed $ per acre (cents)",1,1,"jsx-text","pages/lot-pricing.tsx"
"Attribute",1,1,"jsx-text","pages/lot-pricing.tsx"
"Operator",1,1,"jsx-text","pages/lot-pricing.tsx"
"&gt;",1,1,"jsx-text","pages/lot-pricing.tsx"
"&lt;",1,1,"jsx-text","pages/lot-pricing.tsx"
"Premium %",1,1,"jsx-text","pages/lot-pricing.tsx"
"Save rules",1,1,"jsx-text","pages/lot-pricing.tsx"
"Proposed asking-price grid",1,1,"jsx-text","pages/lot-pricing.tsx"
"Base",1,1,"jsx-text","pages/lot-pricing.tsx"
"Matched",1,1,"jsx-text","pages/lot-pricing.tsx"
"Asking",1,1,"jsx-text","pages/lot-pricing.tsx"
"0 ? ""text-acr-pos"" : g.premiumPct",1,1,"jsx-text","pages/lot-pricing.tsx"
"3500000 = $35,000/acre",1,1,"prop:placeholder","pages/lot-pricing.tsx"
"New maintenance ticket",1,1,"jsx-text","pages/maintenance.tsx"
"Title *",1,1,"jsx-text","pages/maintenance.tsx"
"Create ticket",1,1,"jsx-text","pages/maintenance.tsx"
"Age",1,1,"jsx-text","pages/maintenance.tsx"
"Invoice",1,1,"jsx-text","pages/maintenance.tsx"
"No hot water",1,1,"prop:placeholder","pages/maintenance.tsx"
"Dispatch…",1,1,"prop:placeholder","pages/maintenance.tsx"
"Maintenance",1,1,"prop:label","pages/maintenance.tsx"
"Property Intelligence",1,1,"jsx-text","pages/maps.tsx"
"Terrain & Physical",1,1,"jsx-text","pages/maps.tsx"
"Utilities & Access",1,1,"jsx-text","pages/maps.tsx"
"Zoning & Financials",1,1,"jsx-text","pages/maps.tsx"
"Recent Comps",1,1,"jsx-text","pages/maps.tsx"
"Quick Actions",1,1,"jsx-text","pages/maps.tsx"
"= 10000 || acres",1,1,"jsx-text","pages/maps.tsx"
"Use my location",1,1,"jsx-text","pages/maps.tsx"
"Locate",1,1,"jsx-text","pages/maps.tsx"
"Map filter controls",1,1,"jsx-text","pages/maps.tsx"
"Property status",1,1,"jsx-text","pages/maps.tsx"
"Buyer-demand heatmap",1,1,"jsx-text","pages/maps.tsx"
"Inquiry density by area.",1,1,"jsx-text","pages/maps.tsx"
"ML price prediction",1,1,"jsx-text","pages/maps.tsx"
"Green = above avg, red = below.",1,1,"jsx-text","pages/maps.tsx"
"Loading property intelligence…",1,1,"jsx-text","pages/maps.tsx"
"No parcel coordinates yet",1,1,"jsx-text","pages/maps.tsx"
"Fetch boundaries",1,1,"jsx-text","pages/maps.tsx"
"Opportunity",1,1,"prop:label","pages/maps.tsx"
"Solar",1,1,"prop:label","pages/maps.tsx"
"Soil",1,1,"prop:label","pages/maps.tsx"
"Flood Safe",1,1,"prop:label","pages/maps.tsx"
"Avg Slope Grade",1,1,"prop:label","pages/maps.tsx"
"Slope Aspect",1,1,"prop:label","pages/maps.tsx"
"Solar Irradiance",1,1,"prop:label","pages/maps.tsx"
"Soil Quality",1,1,"prop:label","pages/maps.tsx"
"Maps",1,1,"prop:label","pages/maps.tsx"
"Owned",1,1,"prop:label","pages/maps.tsx"
"Loading market data…",1,1,"jsx-text","pages/market-data.tsx"
"No market data available yet. Check back soon.",1,1,"jsx-text","pages/market-data.tsx"
"avg $/acre",1,1,"jsx-text","pages/market-data.tsx"
"Top appreciating counties:",1,1,"jsx-text","pages/market-data.tsx"
"= 70) return",1,1,"jsx-text","pages/market-intelligence.tsx"
"Enter a county and state to analyze market conditions.",1,1,"jsx-text","pages/market-intelligence.tsx"
"Price trends",1,1,"jsx-text","pages/market-intelligence.tsx"
"Growth factors",1,1,"jsx-text","pages/market-intelligence.tsx"
"Investment radar",1,1,"jsx-text","pages/market-intelligence.tsx"
"Comparison",1,1,"jsx-text","pages/market-intelligence.tsx"
"Investment grade",1,1,"jsx-text","pages/market-intelligence.tsx"
"Market health",1,1,"jsx-text","pages/market-intelligence.tsx"
"Avg price per acre",1,1,"jsx-text","pages/market-intelligence.tsx"
"YoY change",1,1,"jsx-text","pages/market-intelligence.tsx"
"Key insights",1,1,"jsx-text","pages/market-intelligence.tsx"
"Price per acre — 12-month trend",1,1,"jsx-text","pages/market-intelligence.tsx"
"No price history available.",1,1,"jsx-text","pages/market-intelligence.tsx"
"Growth factor scores",1,1,"jsx-text","pages/market-intelligence.tsx"
"No growth data available.",1,1,"jsx-text","pages/market-intelligence.tsx"
"Leading indicators",1,1,"jsx-text","pages/market-intelligence.tsx"
"YoY",1,1,"jsx-text","pages/market-intelligence.tsx"
"Watch county",1,1,"jsx-text","pages/market-watchlist.tsx"
"Add county to watchlist",1,1,"jsx-text","pages/market-watchlist.tsx"
"Loading watchlist…",1,1,"jsx-text","pages/market-watchlist.tsx"
"No counties on your watchlist yet.",1,1,"jsx-text","pages/market-watchlist.tsx"
"Tax delinq.",1,1,"jsx-text","pages/market-watchlist.tsx"
"Push",1,1,"jsx-text","pages/market-watchlist.tsx"
"No alerts yet. Watch counties to receive market alerts.",1,1,"jsx-text","pages/market-watchlist.tsx"
"Market watchlist",1,1,"prop:label","pages/market-watchlist.tsx"
"Transaction volume, fees, and performance insights.",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Volume &amp; fees",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Listing performance",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Investor reputation",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Seller analytics",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Monthly transaction volume",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Fees collected",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Close rate by month",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Days-to-close velocity",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Listing",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Avg bid",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Days active",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Investor reputation scores",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Rating",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Reputation",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"My listings performance",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Total listings",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"My buyer activity",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Bids placed",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Property matches",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Bid win rate",1,1,"jsx-text","pages/marketplace-analytics.tsx"
"Property Highlights",1,1,"jsx-text","pages/marketplace.tsx"
"Bid Amount",1,1,"jsx-text","pages/marketplace.tsx"
"Message to seller (optional)",1,1,"jsx-text","pages/marketplace.tsx"
"No bids yet on this listing.",1,1,"jsx-text","pages/marketplace.tsx"
"Bid expired",1,1,"jsx-text","pages/marketplace.tsx"
"Email alerts",1,1,"jsx-text","pages/marketplace.tsx"
"Buy and sell land deals directly with verified investors.",1,1,"jsx-text","pages/marketplace.tsx"
"Browse deals",1,1,"jsx-text","pages/marketplace.tsx"
"Filter marketplace listings",1,1,"jsx-text","pages/marketplace.tsx"
"Min price",1,1,"jsx-text","pages/marketplace.tsx"
"Max price",1,1,"jsx-text","pages/marketplace.tsx"
"Listing type",1,1,"jsx-text","pages/marketplace.tsx"
"Sort by",1,1,"jsx-text","pages/marketplace.tsx"
"Newest",1,1,"jsx-text","pages/marketplace.tsx"
"Price: low to high",1,1,"jsx-text","pages/marketplace.tsx"
"Price: high to low",1,1,"jsx-text","pages/marketplace.tsx"
"Most activity",1,1,"jsx-text","pages/marketplace.tsx"
"Min acres",1,1,"jsx-text","pages/marketplace.tsx"
"Max acres",1,1,"jsx-text","pages/marketplace.tsx"
"Unzoned",1,1,"jsx-text","pages/marketplace.tsx"
"Timber",1,1,"jsx-text","pages/marketplace.tsx"
"Farmland",1,1,"jsx-text","pages/marketplace.tsx"
"Hunting land",1,1,"jsx-text","pages/marketplace.tsx"
"Waterfront",1,1,"jsx-text","pages/marketplace.tsx"
"Rural residential",1,1,"jsx-text","pages/marketplace.tsx"
"No listings match your filters",1,1,"jsx-text","pages/marketplace.tsx"
"Try adjusting the price range, state, or listing type",1,1,"jsx-text","pages/marketplace.tsx"
"Post a deal to connect with buyers in the AcreOS network",1,1,"jsx-text","pages/marketplace.tsx"
"Days Listed",1,1,"jsx-text","pages/marketplace.tsx"
"No bids placed yet",1,1,"jsx-text","pages/marketplace.tsx"
"Browse available deals and place your first bid",1,1,"jsx-text","pages/marketplace.tsx"
"Listing Price",1,1,"jsx-text","pages/marketplace.tsx"
"My Bid",1,1,"jsx-text","pages/marketplace.tsx"
"Post a Deal",1,1,"jsx-text","pages/marketplace.tsx"
"Listing Type",1,1,"jsx-text","pages/marketplace.tsx"
"Partnership / JV",1,1,"jsx-text","pages/marketplace.tsx"
"Description &amp; highlights (optional)",1,1,"jsx-text","pages/marketplace.tsx"
"Copy shareable link",1,1,"prop:title","pages/marketplace.tsx"
"Remove this listing?",1,1,"prop:title","pages/marketplace.tsx"
"Tell the seller about yourself, your timeline, or any special terms…",1,1,"prop:placeholder","pages/marketplace.tsx"
"Describe the property, deal terms, access, utilities, or any special conditions…",1,1,"prop:placeholder","pages/marketplace.tsx"
"Active matches",1,1,"jsx-text","pages/matching-engine.tsx"
"Run matching",1,1,"jsx-text","pages/matching-engine.tsx"
"Find buyer matches for a specific property or run matches for a buyer.",1,1,"jsx-text","pages/matching-engine.tsx"
"No active matches yet. Run the matching engine to get started.",1,1,"jsx-text","pages/matching-engine.tsx"
"Top matches",1,1,"jsx-text","pages/matching-engine.tsx"
"Deal probability",1,1,"jsx-text","pages/matching-engine.tsx"
"Accessed:",1,1,"jsx-text","pages/memory-browser.tsx"
"Decay:",1,1,"jsx-text","pages/memory-browser.tsx"
"Created:",1,1,"jsx-text","pages/memory-browser.tsx"
"Last accessed:",1,1,"jsx-text","pages/memory-browser.tsx"
"Search memories",1,1,"jsx-text","pages/memory-browser.tsx"
"Episodic",1,1,"jsx-text","pages/memory-browser.tsx"
"Semantic",1,1,"jsx-text","pages/memory-browser.tsx"
"Working",1,1,"jsx-text","pages/memory-browser.tsx"
"Searching memories…",1,1,"jsx-text","pages/memory-browser.tsx"
"Search memories…",1,1,"prop:placeholder","pages/memory-browser.tsx"
"AcreOS valuation model",1,1,"jsx-text","pages/model-training.tsx"
"Training data, model accuracy, and prediction insights.",1,1,"jsx-text","pages/model-training.tsx"
"Training records",1,1,"jsx-text","pages/model-training.tsx"
"Predictions made",1,1,"jsx-text","pages/model-training.tsx"
"Overall accuracy (MAPE)",1,1,"jsx-text","pages/model-training.tsx"
"Training data completeness",1,1,"jsx-text","pages/model-training.tsx"
"Training data",1,1,"jsx-text","pages/model-training.tsx"
"Recent predictions",1,1,"jsx-text","pages/model-training.tsx"
"Loading training data…",1,1,"jsx-text","pages/model-training.tsx"
"Transactions by state (top 10)",1,1,"jsx-text","pages/model-training.tsx"
"Recent training records",1,1,"jsx-text","pages/model-training.tsx"
"No training data yet. Close deals to automatically build the valuation model.",1,1,"jsx-text","pages/model-training.tsx"
"Each closed deal with a sale price becomes a training record.",1,1,"jsx-text","pages/model-training.tsx"
"No predictions yet. Use the AVM tool on any property to generate valuations.",1,1,"jsx-text","pages/model-training.tsx"
"Predicted value",1,1,"jsx-text","pages/model-training.tsx"
"State coverage",1,1,"jsx-text","pages/model-training.tsx"
"States with transaction data for model training.",1,1,"jsx-text","pages/model-training.tsx"
"No state data available yet.",1,1,"jsx-text","pages/model-training.tsx"
"Model training",1,1,"prop:label","pages/model-training.tsx"
"Loading money view…",1,1,"jsx-text","pages/money.tsx"
"Optimizer",1,1,"jsx-text","pages/money.tsx"
"Capital",1,1,"jsx-text","pages/money.tsx"
"last 30 days",1,1,"jsx-text","pages/multi-vertical-pnl.tsx"
"By vertical",1,1,"jsx-text","pages/multi-vertical-pnl.tsx"
"Breakdown across the verticals you operate. Trailing 30-day numbers feed the run-rate above.",1,1,"jsx-text","pages/multi-vertical-pnl.tsx"
"No vertical activity recorded yet.",1,1,"jsx-text","pages/multi-vertical-pnl.tsx"
"Vertical",1,1,"jsx-text","pages/multi-vertical-pnl.tsx"
"Last 30d net",1,1,"jsx-text","pages/multi-vertical-pnl.tsx"
"Monthly W-2 net (USD)",1,1,"jsx-text","pages/multi-vertical-pnl.tsx"
"Assumed monthly growth %",1,1,"jsx-text","pages/multi-vertical-pnl.tsx"
"Loading your monthly letter…",1,1,"jsx-text","pages/my-letter.tsx"
"· opened",1,1,"jsx-text","pages/my-letter.tsx"
